CustomerID,Age,Gender,Family,VisitFrequency,AverageSpend,FavoriteSection,PaymentMethod,DiscountsUsed,OnlineOrder,Review
401,43,Female,SmallFamily,3,59,Produce,Cash,0,0,4.3
402,50,Male,Couple,5,28,Meat,Cash,0,1,4.8
403,63,Female,Couple,4,68,Produce,CreditCard,0,0,2.2
404,26,Female,LargeFamily,6,55,Grocery,MobilePayment,1,0,4.9
405,28,Male,SmallFamily,10,52,Meat,DebitCard,0,0,2.9
406,37,Female,Single,2,18,Meat,CreditCard,0,1,2.5
407,42,Male,SmallFamily,5,44,Bakery,DebitCard,0,1,4.2
408,29,Male,SmallFamily,8,55,Grocery,DebitCard,1,1,4.2
409,49,Male,SmallFamily,3,38,Meat,CreditCard,0,0,2.5
410,58,Male,LargeFamily,4,49,Meat,DebitCard,0,1,2.6
411,40,Female,SmallFamily,4,58,Dairy,CreditCard,0,0,2.4
412,49,Male,Single,4,52,Grocery,DebitCard,1,0,4.0
413,52,Female,Couple,3,42,Bakery,MobilePayment,0,1,2.6
414,41,Female,LargeFamily,4,55,Dairy,Cash,0,0,1.8
415,28,Female,SmallFamily,4,84,Dairy,Cash,1,0,1.8
416,54,Male,Single,8,24,Produce,DebitCard,0,1,1.8
417,31,Male,SmallFamily,5,49,Meat,Cash,0,0,1.3
418,24,Male,Single,3,35,Bakery,CreditCard,1,1,2.6
419,39,Male,Single,4,16,Meat,MobilePayment,0,1,2.0
420,63,Female,Single,6,58,Produce,MobilePayment,0,1,2.8
421,69,Male,LargeFamily,8,32,Produce,CreditCard,0,1,2.7
422,27,Male,Single,1,17,Bakery,CreditCard,0,0,4.1
423,34,Male,Single,3,21,Bakery,MobilePayment,0,1,4.3
424,49,Male,Single,1,53,Dairy,Cash,0,0,4.1
425,37,Female,SmallFamily,3,57,Meat,DebitCard,0,0,4.0
426,22,Female,Single,3,38,Meat,CreditCard,0,0,1.7
427,51,Male,LargeFamily,7,29,Dairy,DebitCard,0,1,3.8
428,55,Female,LargeFamily,4,-4,Grocery,DebitCard,0,0,4.7
429,30,Female,LargeFamily,4,19,Bakery,Cash,0,1,1.4
430,66,Female,Single,7,51,Dairy,CreditCard,1,1,4.5
431,26,Female,SmallFamily,3,70,Meat,DebitCard,1,1,2.1
432,37,Male,LargeFamily,1,22,Grocery,DebitCard,1,1,3.0
433,51,Female,LargeFamily,6,13,Dairy,CreditCard,0,1,1.8
434,19,Male,LargeFamily,3,43,Grocery,CreditCard,0,1,4.6
435,32,Female,Couple,4,60,Grocery,DebitCard,0,0,4.6
436,27,Female,LargeFamily,2,78,Meat,Cash,0,1,1.8
437,41,Male,Couple,8,83,Produce,CreditCard,0,1,1.6
438,51,Male,LargeFamily,3,58,Produce,MobilePayment,1,0,1.0
439,27,Male,LargeFamily,5,34,Bakery,DebitCard,0,1,2.6
440,70,Male,Couple,7,9,Meat,Cash,1,0,4.5
441,29,Male,Single,4,55,Dairy,DebitCard,0,0,3.3
442,26,Female,LargeFamily,4,56,Meat,Cash,0,1,1.1
443,70,Male,Single,5,58,Produce,CreditCard,0,0,2.7
444,67,Male,SmallFamily,5,74,Meat,DebitCard,0,0,4.1
445,47,Female,Single,5,55,Grocery,DebitCard,0,0,1.5
446,59,Female,Couple,4,31,Meat,Cash,0,0,5.0
447,27,Male,Couple,3,33,Bakery,MobilePayment,0,1,3.2
448,56,Female,LargeFamily,1,36,Meat,MobilePayment,0,1,3.8
449,69,Male,Single,3,35,Grocery,DebitCard,0,0,2.3
450,28,Female,Couple,1,66,Dairy,Cash,0,0,2.1
451,69,Male,LargeFamily,4,74,Produce,Cash,0,0,1.8
452,27,Male,LargeFamily,1,54,Meat,Cash,0,0,3.7
453,19,Female,SmallFamily,2,71,Meat,CreditCard,0,0,2.6
454,54,Male,Couple,6,40,Meat,MobilePayment,0,0,4.7
455,19,Male,SmallFamily,5,69,Grocery,CreditCard,0,1,3.8
456,20,Female,SmallFamily,4,53,Dairy,MobilePayment,0,0,4.3
457,56,Male,Couple,2,59,Bakery,MobilePayment,1,0,4.0
458,62,Female,SmallFamily,3,101,Bakery,Cash,0,1,3.5
459,21,Female,Single,7,101,Grocery,Cash,1,1,1.5
460,18,Female,LargeFamily,6,46,Meat,DebitCard,0,1,4.0
461,34,Female,LargeFamily,6,58,Bakery,CreditCard,0,0,1.6
462,46,Female,Single,3,49,Produce,CreditCard,0,1,4.6
463,20,Female,Single,2,36,Meat,Cash,1,1,1.8
464,70,Male,LargeFamily,4,61,Bakery,MobilePayment,1,1,4.3
465,66,Male,SmallFamily,4,59,Produce,Cash,0,0,2.8
466,51,Female,SmallFamily,1,52,Dairy,CreditCard,1,1,2.0
467,68,Male,SmallFamily,5,51,Meat,CreditCard,1,0,3.7
468,27,Male,SmallFamily,2,57,Grocery,CreditCard,0,0,3.2
469,62,Female,Couple,2,60,Produce,DebitCard,0,0,4.3
470,35,Male,Couple,2,60,Grocery,MobilePayment,0,0,3.4
471,44,Male,Couple,11,56,Meat,CreditCard,1,0,4.0
472,19,Male,Couple,9,48,Dairy,DebitCard,0,0,3.7
473,34,Male,Couple,1,57,Dairy,CreditCard,0,1,4.5
474,27,Female,SmallFamily,4,67,Grocery,MobilePayment,0,0,3.6
475,51,Male,Couple,3,20,Dairy,Cash,0,0,3.1
476,29,Female,Single,0,29,Produce,Cash,0,0,3.1
477,61,Female,SmallFamily,2,67,Meat,Cash,1,0,1.7
478,23,Male,LargeFamily,4,72,Dairy,Cash,1,0,4.1
479,19,Male,Couple,5,94,Bakery,CreditCard,0,1,4.9
480,58,Male,Couple,1,62,Produce,DebitCard,0,0,2.8
481,49,Female,LargeFamily,1,84,Produce,DebitCard,0,0,2.0
482,46,Female,Couple,2,65,Grocery,MobilePayment,1,0,3.8
483,33,Male,Couple,3,47,Meat,DebitCard,0,0,2.3
484,52,Female,Couple,2,44,Meat,Cash,0,0,4.1
485,40,Female,Single,2,53,Produce,DebitCard,1,1,1.7
486,21,Female,LargeFamily,6,59,Bakery,DebitCard,0,1,3.9
487,37,Female,SmallFamily,2,64,Grocery,MobilePayment,0,1,1.9
488,23,Male,Couple,9,13,Produce,MobilePayment,1,0,3.9
489,64,Male,SmallFamily,6,49,Produce,MobilePayment,0,1,1.6
490,22,Female,Single,2,79,Produce,MobilePayment,1,1,1.8
491,65,Female,Couple,2,57,Produce,CreditCard,0,1,2.8
492,61,Female,LargeFamily,6,62,Produce,DebitCard,0,0,2.4
493,35,Female,LargeFamily,8,43,Dairy,DebitCard,1,0,3.6
494,36,Female,SmallFamily,4,37,Dairy,CreditCard,1,1,3.0
495,51,Female,LargeFamily,4,65,Meat,MobilePayment,0,0,4.4
496,45,Male,LargeFamily,4,42,Meat,DebitCard,0,0,4.6
497,23,Male,SmallFamily,2,39,Produce,CreditCard,1,1,1.0
498,65,Male,Couple,3,74,Grocery,DebitCard,0,0,1.9
499,37,Female,LargeFamily,3,34,Meat,Cash,0,1,1.5
500,34,Male,Couple,6,48,Grocery,DebitCard,1,1,1.8
501,19,Male,Single,5,54,Bakery,MobilePayment,0,0,4.4
502,19,Female,Couple,3,34,Grocery,CreditCard,0,1,4.4
503,65,Male,SmallFamily,3,20,Bakery,DebitCard,0,1,4.6
504,24,Female,Couple,3,38,Bakery,DebitCard,0,1,1.9
505,22,Male,LargeFamily,3,55,Dairy,MobilePayment,0,0,4.5
506,40,Male,SmallFamily,3,36,Bakery,CreditCard,0,1,3.1
507,58,Male,Single,1,43,Produce,DebitCard,0,1,2.3
508,22,Female,Couple,1,21,Grocery,Cash,0,0,4.3
509,45,Male,Single,3,33,Produce,MobilePayment,0,0,1.2
510,59,Male,Single,4,40,Meat,MobilePayment,1,0,4.7
511,56,Female,Single,4,72,Meat,MobilePayment,1,0,1.1
512,30,Female,Couple,2,10,Dairy,CreditCard,1,0,1.1
513,19,Male,Couple,4,58,Produce,DebitCard,0,0,2.8
514,58,Male,SmallFamily,4,51,Produce,Cash,0,1,5.0
515,48,Male,SmallFamily,4,64,Bakery,MobilePayment,1,0,1.6
516,33,Male,Single,4,24,Meat,MobilePayment,1,1,1.4
517,39,Male,LargeFamily,4,6,Grocery,Cash,1,1,1.1
518,69,Female,Couple,6,67,Grocery,Cash,1,0,4.9
519,62,Male,LargeFamily,1,30,Grocery,CreditCard,0,0,1.8
520,68,Female,Couple,8,62,Bakery,CreditCard,0,0,2.9
521,53,Female,Couple,2,30,Grocery,MobilePayment,0,1,1.9
522,28,Female,Couple,3,14,Produce,Cash,0,1,4.9
523,18,Male,SmallFamily,4,58,Bakery,CreditCard,1,0,3.3
524,27,Female,Couple,6,52,Dairy,MobilePayment,0,0,3.4
525,19,Female,Couple,3,60,Grocery,MobilePayment,1,0,3.9
526,53,Female,Couple,8,7,Dairy,CreditCard,1,1,3.4
527,24,Female,Couple,4,93,Produce,CreditCard,0,0,1.7
528,48,Female,SmallFamily,4,66,Produce,Cash,0,0,2.1
529,35,Female,LargeFamily,4,31,Dairy,CreditCard,0,1,1.2
530,22,Female,Couple,4,43,Bakery,CreditCard,0,0,4.2
531,70,Male,Couple,5,61,Dairy,DebitCard,0,1,4.8
532,59,Male,Couple,8,40,Grocery,CreditCard,1,0,1.7
533,31,Female,LargeFamily,5,54,Bakery,CreditCard,1,0,3.4
534,60,Female,LargeFamily,6,47,Bakery,CreditCard,1,1,2.0
535,65,Female,SmallFamily,2,48,Meat,Cash,1,0,1.1
536,65,Female,LargeFamily,5,60,Meat,MobilePayment,0,0,4.0
537,61,Male,Single,5,62,Produce,Cash,1,0,4.3
538,37,Male,LargeFamily,5,59,Bakery,DebitCard,1,0,2.8
539,68,Male,LargeFamily,3,53,Grocery,CreditCard,0,0,4.9
540,65,Female,LargeFamily,2,75,Meat,Cash,0,0,4.0
541,61,Male,LargeFamily,6,13,Bakery,DebitCard,0,0,4.1
542,36,Female,Couple,3,61,Meat,DebitCard,0,1,1.0
543,27,Female,Couple,6,100,Meat,MobilePayment,0,1,3.7
544,55,Female,LargeFamily,3,22,Produce,CreditCard,1,0,1.7
545,40,Male,LargeFamily,7,69,Grocery,MobilePayment,0,1,2.2
546,63,Female,LargeFamily,6,65,Dairy,MobilePayment,0,1,2.9
547,40,Male,Couple,3,69,Produce,MobilePayment,0,1,3.5
548,27,Female,Couple,2,58,Dairy,Cash,0,0,4.6
549,31,Male,Couple,4,79,Bakery,Cash,0,1,3.4
550,54,Male,SmallFamily,6,30,Grocery,MobilePayment,1,0,3.1
551,62,Male,Single,6,58,Bakery,Cash,0,1,2.5
552,55,Female,Couple,1,70,Meat,Cash,0,1,2.7
553,62,Female,Single,3,21,Produce,DebitCard,0,0,4.6
554,35,Female,Single,5,62,Dairy,DebitCard,1,1,4.0
555,58,Female,LargeFamily,2,24,Dairy,MobilePayment,0,0,1.2
556,32,Male,SmallFamily,3,63,Meat,MobilePayment,1,1,4.3
557,27,Female,Couple,5,63,Grocery,MobilePayment,0,1,1.3
558,49,Male,SmallFamily,3,36,Bakery,CreditCard,0,1,3.1
559,50,Male,Single,1,33,Produce,CreditCard,0,0,2.4
560,31,Male,SmallFamily,4,53,Dairy,MobilePayment,1,1,2.1
561,40,Female,SmallFamily,5,51,Meat,CreditCard,0,1,3.9
562,60,Female,Couple,5,73,Grocery,DebitCard,1,1,4.2
563,31,Male,LargeFamily,4,102,Bakery,Cash,0,1,3.3
564,26,Male,SmallFamily,7,77,Bakery,DebitCard,0,1,3.5
565,55,Female,LargeFamily,6,58,Bakery,CreditCard,0,1,4.3
566,48,Female,Couple,4,71,Bakery,DebitCard,1,0,2.1
567,64,Male,Couple,3,49,Meat,MobilePayment,1,0,3.8
568,63,Female,Couple,3,11,Bakery,CreditCard,0,1,2.6
569,55,Female,Couple,5,57,Bakery,DebitCard,0,0,4.5
570,55,Male,Couple,4,63,Grocery,CreditCard,0,0,1.5
571,52,Female,Couple,6,24,Grocery,Cash,0,0,2.2
572,21,Male,Single,3,57,Meat,DebitCard,0,1,3.1
573,70,Female,SmallFamily,3,57,Bakery,MobilePayment,1,1,3.2
574,48,Female,Single,9,62,Produce,Cash,1,0,4.0
575,30,Female,SmallFamily,4,79,Bakery,MobilePayment,0,0,1.7
576,25,Female,Single,2,62,Meat,CreditCard,0,0,2.3
577,66,Female,Single,7,33,Produce,DebitCard,1,0,3.9
578,22,Male,Couple,6,51,Bakery,Cash,0,0,2.0
579,18,Female,SmallFamily,2,33,Produce,MobilePayment,1,0,1.1
580,50,Male,Single,3,63,Bakery,DebitCard,0,0,3.6
581,35,Male,SmallFamily,4,86,Produce,DebitCard,0,0,3.0
582,34,Female,Couple,3,60,Meat,Cash,0,0,4.5
583,41,Male,Single,5,51,Produce,MobilePayment,0,0,4.7
584,28,Female,SmallFamily,4,44,Bakery,DebitCard,0,0,3.5
585,22,Male,Couple,4,35,Meat,DebitCard,0,0,4.4
586,42,Male,Couple,3,70,Grocery,MobilePayment,1,0,2.4
587,69,Male,Couple,4,2,Produce,DebitCard,1,1,1.3
588,52,Female,Couple,4,69,Dairy,CreditCard,1,1,4.3
589,24,Female,SmallFamily,2,49,Produce,CreditCard,0,1,4.6
590,63,Female,SmallFamily,5,97,Grocery,CreditCard,1,0,3.0
591,38,Male,Single,3,47,Grocery,CreditCard,1,1,4.8
592,41,Male,Couple,7,42,Bakery,Cash,1,0,1.1
593,26,Male,Single,2,40,Grocery,CreditCard,1,1,3.2
594,68,Male,SmallFamily,2,52,Grocery,MobilePayment,0,1,2.3
595,38,Male,LargeFamily,4,41,Grocery,MobilePayment,0,1,3.4
596,59,Female,LargeFamily,5,24,Meat,CreditCard,0,1,3.9
597,48,Female,Couple,9,70,Grocery,MobilePayment,0,0,2.8
598,45,Female,Couple,2,25,Grocery,Cash,0,0,3.3
599,38,Male,LargeFamily,4,7,Dairy,MobilePayment,0,1,3.3
600,41,Male,Single,5,54,Meat,MobilePayment,0,1,4.9
601,54,Male,Couple,3,47,Grocery,DebitCard,1,0,3.2
602,25,Male,Single,8,69,Produce,MobilePayment,1,0,3.1
603,25,Female,LargeFamily,3,83,Meat,Cash,0,1,4.9
604,43,Male,Couple,4,41,Dairy,CreditCard,0,0,2.3
605,61,Male,Couple,1,54,Meat,MobilePayment,1,0,4.1
606,67,Female,Couple,3,30,Bakery,MobilePayment,0,1,3.6
607,57,Female,Single,5,69,Bakery,Cash,0,0,2.3
608,21,Male,Single,3,55,Meat,CreditCard,0,1,4.2
609,34,Female,Couple,5,73,Bakery,DebitCard,1,1,4.6
610,49,Female,SmallFamily,3,56,Bakery,DebitCard,0,0,3.3
611,61,Female,SmallFamily,2,74,Meat,MobilePayment,0,0,3.4
612,25,Female,Single,6,38,Grocery,CreditCard,0,1,1.6
613,21,Male,Single,3,76,Grocery,MobilePayment,1,1,3.5
614,69,Male,Single,5,67,Meat,CreditCard,0,0,3.2
615,41,Male,Single,6,38,Produce,MobilePayment,1,1,2.5
616,21,Female,Couple,4,9,Meat,CreditCard,1,1,2.2
617,20,Male,LargeFamily,2,14,Bakery,Cash,0,0,2.1
618,53,Female,Couple,4,75,Dairy,DebitCard,0,0,3.2
619,47,Female,Couple,2,40,Grocery,Cash,0,0,4.8
620,60,Male,LargeFamily,3,41,Bakery,CreditCard,0,0,1.8
621,62,Male,LargeFamily,4,51,Produce,Cash,0,0,3.9
622,41,Female,Single,6,43,Produce,MobilePayment,0,0,2.9
623,26,Female,Single,1,66,Dairy,DebitCard,0,1,2.6
624,67,Male,SmallFamily,0,51,Produce,MobilePayment,0,1,4.3
625,68,Male,Single,4,10,Bakery,MobilePayment,0,0,2.1
626,47,Male,Single,4,37,Dairy,CreditCard,1,1,2.3
627,27,Male,Single,6,43,Bakery,CreditCard,0,0,2.2
628,44,Male,Couple,1,47,Bakery,CreditCard,0,0,2.0
629,36,Female,Couple,4,36,Meat,Cash,0,1,5.0
630,66,Male,Single,4,76,Grocery,MobilePayment,0,0,4.2
631,32,Female,Couple,6,45,Meat,DebitCard,0,0,1.5
632,40,Male,LargeFamily,6,51,Produce,MobilePayment,0,0,1.4
633,41,Female,Single,10,52,Produce,MobilePayment,0,0,3.2
634,35,Female,SmallFamily,6,59,Grocery,CreditCard,0,0,2.6
635,46,Male,Single,2,75,Produce,MobilePayment,1,1,3.3
636,21,Male,Couple,2,35,Produce,Cash,0,0,1.3
637,20,Female,Couple,2,32,Dairy,MobilePayment,0,1,2.9
638,38,Female,Couple,2,60,Meat,Cash,0,0,3.6
639,30,Male,Single,0,60,Dairy,DebitCard,1,0,2.1
640,68,Male,Single,4,81,Bakery,CreditCard,0,0,3.6
641,45,Female,SmallFamily,6,48,Meat,Cash,0,0,1.1
642,38,Female,SmallFamily,4,46,Bakery,DebitCard,0,0,3.6
643,58,Male,LargeFamily,3,40,Produce,DebitCard,0,0,2.7
644,20,Female,Single,3,40,Meat,MobilePayment,0,0,2.8
645,47,Male,Couple,2,54,Dairy,Cash,0,0,1.9
646,47,Male,LargeFamily,5,45,Meat,Cash,1,0,2.7
647,59,Male,SmallFamily,3,46,Dairy,DebitCard,1,0,3.0
648,22,Male,SmallFamily,4,53,Produce,Cash,1,1,4.1
649,55,Male,Couple,6,28,Grocery,MobilePayment,0,0,4.4
650,27,Female,Couple,2,38,Grocery,DebitCard,0,1,4.6
651,35,Male,LargeFamily,5,56,Grocery,CreditCard,0,1,4.3
652,37,Male,SmallFamily,2,64,Grocery,CreditCard,1,0,2.9
653,43,Male,Single,5,47,Dairy,Cash,0,0,2.5
654,41,Male,Couple,4,57,Produce,MobilePayment,0,1,3.8
655,30,Male,SmallFamily,3,29,Grocery,DebitCard,0,1,3.8
656,50,Male,Couple,1,22,Produce,MobilePayment,0,0,3.7
657,44,Male,SmallFamily,6,-19,Meat,CreditCard,0,1,4.2
658,60,Female,Couple,4,27,Dairy,Cash,0,1,1.0
659,33,Female,Couple,6,60,Meat,MobilePayment,1,1,3.7
660,33,Male,SmallFamily,7,14,Dairy,DebitCard,1,1,4.8
661,36,Male,Single,8,18,Grocery,Cash,0,0,4.6
662,26,Female,Couple,4,27,Bakery,CreditCard,0,0,3.8
663,39,Female,LargeFamily,3,62,Dairy,MobilePayment,0,0,3.1
664,23,Female,SmallFamily,8,27,Meat,CreditCard,0,0,3.4
665,62,Male,LargeFamily,1,44,Grocery,DebitCard,1,1,4.8
666,62,Female,SmallFamily,3,56,Dairy,CreditCard,1,0,4.9
667,29,Female,SmallFamily,7,39,Produce,CreditCard,0,1,2.1
668,49,Female,LargeFamily,3,67,Meat,Cash,0,0,1.5
669,34,Male,Single,8,39,Dairy,Cash,0,0,4.6
670,21,Male,Single,4,68,Meat,DebitCard,1,0,3.3
671,60,Female,SmallFamily,3,35,Produce,MobilePayment,1,0,1.1
672,47,Female,SmallFamily,6,53,Dairy,Cash,1,1,2.4
673,70,Male,SmallFamily,6,51,Meat,Cash,0,0,3.0
674,64,Female,SmallFamily,4,22,Produce,Cash,0,1,3.5
675,64,Male,SmallFamily,3,79,Bakery,CreditCard,0,0,2.3
676,24,Male,SmallFamily,3,55,Grocery,CreditCard,1,1,5.0
677,18,Female,Single,6,55,Bakery,DebitCard,0,1,3.8
678,69,Male,LargeFamily,3,82,Meat,Cash,0,1,4.4
679,60,Female,SmallFamily,4,16,Meat,CreditCard,1,0,1.9
680,34,Female,Couple,5,50,Meat,DebitCard,1,0,2.2
681,66,Male,Couple,6,30,Grocery,Cash,0,0,3.6
682,18,Male,Single,5,63,Grocery,CreditCard,0,1,1.2
683,18,Male,LargeFamily,2,49,Meat,MobilePayment,1,0,3.9
684,40,Male,SmallFamily,5,63,Produce,MobilePayment,0,0,3.0
685,28,Male,Couple,4,54,Bakery,Cash,1,1,3.2
686,27,Female,SmallFamily,1,10,Meat,Cash,0,1,3.2
687,58,Female,LargeFamily,2,41,Dairy,Cash,1,0,2.9
688,47,Female,LargeFamily,3,57,Bakery,DebitCard,1,0,1.8
689,66,Male,SmallFamily,7,40,Dairy,DebitCard,0,0,1.8
690,32,Male,SmallFamily,4,48,Produce,CreditCard,0,1,4.0
691,45,Female,Couple,2,36,Meat,CreditCard,0,0,1.7
692,58,Male,LargeFamily,5,25,Dairy,DebitCard,1,1,4.7
693,22,Male,LargeFamily,6,46,Meat,DebitCard,0,0,3.2
694,52,Male,Couple,7,58,Grocery,MobilePayment,0,0,1.9
695,35,Male,Single,5,58,Dairy,DebitCard,0,1,3.1
696,27,Female,SmallFamily,5,40,Meat,MobilePayment,0,0,5.0
697,68,Male,SmallFamily,4,52,Bakery,MobilePayment,0,0,4.6
698,52,Female,Couple,5,36,Bakery,MobilePayment,0,1,2.0
699,64,Male,Single,0,21,Grocery,DebitCard,0,1,1.0
700,60,Female,LargeFamily,1,36,Grocery,DebitCard,0,0,1.5
701,63,Female,LargeFamily,1,59,Grocery,Cash,0,1,3.4
702,23,Female,Single,4,26,Meat,DebitCard,1,1,3.4
703,54,Female,Single,4,33,Bakery,Cash,0,1,2.2
704,25,Female,Single,1,25,Produce,Cash,1,0,4.2
705,45,Female,SmallFamily,6,25,Meat,MobilePayment,0,0,4.5
706,42,Male,SmallFamily,4,48,Grocery,DebitCard,1,1,2.5
707,32,Male,Single,2,80,Grocery,DebitCard,1,0,1.8
708,38,Male,Couple,6,68,Grocery,CreditCard,1,1,1.9
709,22,Male,SmallFamily,3,36,Dairy,DebitCard,0,0,1.4
710,48,Female,SmallFamily,8,45,Dairy,MobilePayment,1,0,4.7
711,48,Male,Single,4,44,Bakery,DebitCard,0,1,3.1
712,69,Male,SmallFamily,5,85,Meat,DebitCard,0,0,2.6
713,49,Male,Couple,4,47,Meat,CreditCard,1,0,2.7
714,54,Male,Single,2,62,Bakery,Cash,1,0,1.0
715,22,Female,LargeFamily,4,54,Produce,CreditCard,1,0,1.3
716,19,Female,Single,7,36,Grocery,MobilePayment,1,0,2.5
717,44,Male,LargeFamily,8,43,Dairy,Cash,1,1,3.6
718,34,Female,LargeFamily,1,68,Produce,Cash,1,0,1.7
719,18,Female,SmallFamily,2,18,Meat,CreditCard,0,0,2.0
720,24,Male,LargeFamily,4,45,Bakery,MobilePayment,1,0,4.6
721,62,Female,LargeFamily,6,81,Grocery,DebitCard,1,0,1.4
722,66,Male,Single,5,37,Grocery,MobilePayment,1,0,3.7
723,49,Male,Couple,5,56,Meat,CreditCard,0,0,3.7
724,70,Female,Single,3,67,Produce,Cash,0,0,1.1
725,48,Male,LargeFamily,4,65,Meat,CreditCard,1,0,3.1
726,50,Male,LargeFamily,3,73,Grocery,CreditCard,1,1,3.3
727,57,Male,LargeFamily,2,78,Dairy,DebitCard,0,1,1.6
728,42,Female,Couple,1,56,Dairy,Cash,0,1,4.4
729,24,Female,Couple,2,21,Produce,DebitCard,0,0,3.2
730,50,Female,Single,1,74,Produce,MobilePayment,0,0,2.4
731,31,Male,Single,9,59,Grocery,Cash,1,0,1.4
732,44,Male,Couple,1,72,Meat,Cash,0,0,4.9
733,29,Male,Single,4,78,Bakery,MobilePayment,0,1,1.7
734,68,Male,SmallFamily,4,23,Meat,DebitCard,1,0,3.0
735,33,Male,Couple,5,43,Dairy,DebitCard,0,0,2.3
736,25,Male,LargeFamily,3,38,Meat,CreditCard,0,1,1.2
737,33,Male,Single,9,64,Bakery,MobilePayment,1,0,1.1
738,45,Female,SmallFamily,4,46,Meat,DebitCard,0,1,4.5
739,61,Female,Couple,3,58,Grocery,MobilePayment,1,0,3.7
740,69,Female,Single,8,32,Dairy,MobilePayment,0,1,3.3
741,63,Female,LargeFamily,2,44,Grocery,DebitCard,0,1,3.7
742,43,Male,SmallFamily,1,54,Meat,MobilePayment,1,0,3.0
743,48,Male,LargeFamily,4,56,Grocery,MobilePayment,1,1,4.6
744,29,Male,Single,0,20,Bakery,MobilePayment,0,0,4.3
745,21,Female,SmallFamily,3,47,Bakery,DebitCard,0,0,4.2
746,42,Female,LargeFamily,4,69,Bakery,DebitCard,0,0,3.9
747,19,Male,Single,7,28,Meat,Cash,1,1,1.9
748,57,Male,Couple,3,35,Dairy,DebitCard,0,1,3.2
749,59,Female,Single,2,45,Bakery,MobilePayment,1,1,3.7
750,43,Male,Single,5,53,Produce,CreditCard,1,1,2.7
751,20,Female,Single,5,41,Bakery,CreditCard,0,0,3.3
752,20,Female,Couple,6,45,Dairy,DebitCard,0,0,4.7
753,69,Male,Couple,3,34,Produce,DebitCard,1,0,1.2
754,53,Female,Single,6,53,Produce,MobilePayment,0,1,1.3
755,32,Female,Couple,2,81,Bakery,DebitCard,0,0,4.5
756,51,Male,SmallFamily,3,22,Dairy,CreditCard,0,1,3.6
757,57,Female,Single,4,37,Meat,CreditCard,0,0,4.9
758,47,Female,Couple,3,56,Produce,CreditCard,0,1,1.4
759,28,Female,SmallFamily,2,28,Bakery,MobilePayment,0,0,1.7
760,62,Male,Couple,2,70,Meat,MobilePayment,0,0,2.2
761,24,Female,Couple,6,34,Dairy,Cash,0,1,3.0
762,61,Male,SmallFamily,2,31,Dairy,DebitCard,1,0,4.1
763,24,Female,Single,3,62,Dairy,MobilePayment,1,1,1.7
764,45,Female,LargeFamily,6,15,Grocery,DebitCard,0,0,2.1
765,50,Male,LargeFamily,4,48,Meat,MobilePayment,1,0,1.1
766,28,Female,LargeFamily,4,46,Dairy,CreditCard,0,0,4.6
767,31,Female,LargeFamily,4,32,Bakery,Cash,0,1,4.6
768,42,Female,Single,5,111,Meat,CreditCard,1,0,4.7
769,27,Female,LargeFamily,1,33,Meat,Cash,0,1,3.8
770,26,Female,Couple,2,44,Meat,CreditCard,1,1,2.5
771,58,Male,LargeFamily,3,50,Grocery,MobilePayment,0,0,2.9
772,19,Male,Single,5,43,Dairy,CreditCard,0,1,4.7
773,27,Male,Single,3,72,Produce,Cash,0,0,3.9
774,31,Male,Couple,4,36,Dairy,CreditCard,0,0,1.7
775,67,Male,Single,9,39,Meat,CreditCard,0,1,3.8
776,26,Male,SmallFamily,3,63,Bakery,Cash,0,0,3.4
777,70,Male,SmallFamily,3,50,Grocery,MobilePayment,0,0,4.7
778,40,Male,LargeFamily,3,36,Meat,DebitCard,0,0,4.0
779,34,Male,Couple,1,39,Bakery,DebitCard,1,1,4.6
780,55,Male,SmallFamily,4,32,Bakery,DebitCard,0,0,2.7
781,30,Female,LargeFamily,2,89,Meat,DebitCard,0,0,4.3
782,45,Male,Couple,5,56,Meat,CreditCard,0,1,4.2
783,45,Male,SmallFamily,3,86,Dairy,MobilePayment,0,0,1.6
784,27,Female,LargeFamily,1,66,Meat,CreditCard,1,1,3.9
785,43,Female,Couple,3,60,Grocery,MobilePayment,0,1,3.1
786,36,Male,Single,5,45,Bakery,DebitCard,0,0,2.3
787,68,Female,Single,3,32,Produce,Cash,0,0,1.6
788,54,Female,Couple,4,75,Meat,CreditCard,0,0,4.6
789,44,Male,Couple,2,74,Dairy,CreditCard,1,0,4.6
790,31,Female,Single,5,52,Bakery,MobilePayment,0,1,4.6
791,51,Female,Single,5,48,Meat,Cash,0,1,1.2
792,54,Male,Single,3,40,Bakery,CreditCard,0,0,2.7
793,39,Male,Single,2,31,Bakery,MobilePayment,0,1,3.1
794,21,Female,SmallFamily,3,53,Grocery,MobilePayment,0,1,3.0
795,59,Male,Couple,2,45,Grocery,CreditCard,1,0,1.5
796,25,Female,LargeFamily,9,30,Grocery,MobilePayment,0,0,2.1
797,68,Female,Single,2,80,Bakery,Cash,0,0,1.5
798,68,Male,LargeFamily,1,8,Dairy,CreditCard,0,1,2.6
799,55,Male,SmallFamily,2,39,Grocery,DebitCard,0,0,4.9
800,69,Male,Single,3,23,Produce,MobilePayment,1,1,3.4
801,60,Female,SmallFamily,5,57,Bakery,DebitCard,0,1,1.1
802,30,Male,LargeFamily,5,64,Produce,MobilePayment,0,0,5.0
803,40,Female,LargeFamily,4,28,Dairy,Cash,0,0,1.9
